,Log_98,datetime
515,23.03616666666667,2020-07-02 11:00:00
516,23.309166666666666,2020-07-02 12:00:00
517,23.822333333333333,2020-07-02 13:00:00
518,23.501333333333335,2020-07-02 14:00:00
519,24.06266666666667,2020-07-02 15:00:00
520,24.770833333333332,2020-07-02 16:00:00
521,23.629166666666666,2020-07-02 17:00:00
522,22.397333333333332,2020-07-02 18:00:00
523,21.791666666666668,2020-07-02 19:00:00
524,20.741833333333332,2020-07-02 20:00:00
525,19.741666666666667,2020-07-02 21:00:00
526,18.727,2020-07-02 22:00:00
527,18.124333333333336,2020-07-02 23:00:00
528,15.314,2021-07-02 00:00:00
529,14.868166666666667,2021-07-02 01:00:00
530,13.268333333333333,2021-07-02 02:00:00
531,13.043833333333334,2021-07-02 03:00:00
532,13.124333333333334,2021-07-02 04:00:00
533,12.368333333333334,2021-07-02 05:00:00
534,12.077166666666665,2021-07-02 06:00:00
535,14.850999999999999,2021-07-02 07:00:00
536,17.141166666666667,2021-07-02 08:00:00
537,19.471999999999998,2021-07-02 09:00:00
538,20.471999999999998,2021-07-02 10:00:00
539,21.807333333333332,2021-07-02 11:00:00
540,22.732333333333333,2021-07-02 12:00:00
541,23.164,2021-07-02 13:00:00
542,23.82133333333333,2021-07-02 14:00:00
543,23.88716666666667,2021-07-02 15:00:00
544,24.93166666666667,2021-07-02 16:00:00
545,24.52933333333333,2021-07-02 17:00:00
546,23.886833333333332,2021-07-02 18:00:00
547,22.636666666666667,2021-07-02 19:00:00
548,21.569166666666664,2021-07-02 20:00:00
549,19.0915,2021-07-02 21:00:00
550,18.060833333333335,2021-07-02 22:00:00
551,16.69633333333333,2021-07-02 23:00:00
552,12.077666666666667,2022-07-02 00:00:00
553,11.2845,2022-07-02 01:00:00
554,10.5855,2022-07-02 02:00:00
555,10.193666666666667,2022-07-02 03:00:00
556,9.751166666666666,2022-07-02 04:00:00
557,9.274833333333333,2022-07-02 05:00:00
558,9.8965,2022-07-02 06:00:00
559,12.559833333333332,2022-07-02 07:00:00
560,15.027166666666666,2022-07-02 08:00:00
561,16.617666666666665,2022-07-02 09:00:00
562,18.140333333333334,2022-07-02 10:00:00
563,19.789666666666665,2022-07-02 11:00:00
564,21.234666666666666,2022-07-02 12:00:00
565,22.97266666666667,2022-07-02 13:00:00
566,24.46383333333333,2022-07-02 14:00:00
567,25.400333333333332,2022-07-02 15:00:00
568,26.406499999999998,2022-07-02 16:00:00
569,27.140666666666664,2022-07-02 17:00:00
570,27.2715,2022-07-02 18:00:00
571,26.879666666666665,2022-07-02 19:00:00
572,24.5805,2022-07-02 20:00:00
573,19.758333333333333,2022-07-02 21:00:00
574,17.522166666666667,2022-07-02 22:00:00
575,16.522333333333332,2022-07-02 23:00:00
576,16.570166666666665,2019-08-02 00:00:00
577,16.331999999999997,2019-08-02 01:00:00
578,15.7915,2019-08-02 02:00:00
579,15.33,2019-08-02 03:00:00
580,16.316,2019-08-02 04:00:00
581,15.377833333333333,2019-08-02 05:00:00
582,15.489166666666668,2019-08-02 06:00:00
583,16.03,2019-08-02 07:00:00
584,16.950833333333332,2019-08-02 08:00:00
585,16.808333333333334,2019-08-02 09:00:00
586,16.665499999999998,2019-08-02 10:00:00
587,17.31566666666667,2019-08-02 11:00:00
588,19.758,2019-08-02 12:00:00
589,20.900833333333335,2019-08-02 13:00:00
590,21.55333333333333,2019-08-02 14:00:00
591,23.56533333333333,2019-08-02 15:00:00
592,23.6775,2019-08-02 16:00:00
593,24.6575,2019-08-02 17:00:00
594,24.126833333333334,2019-08-02 18:00:00
595,23.340166666666665,2019-08-02 19:00:00
596,21.87183333333333,2019-08-02 20:00:00
597,19.86883333333333,2019-08-02 21:00:00
598,18.6795,2019-08-02 22:00:00
599,18.283166666666666,2019-08-02 23:00:00
600,23.14816666666667,2020-08-02 00:00:00
601,21.935166666666664,2020-08-02 01:00:00
602,20.726333333333333,2020-08-02 02:00:00
603,19.456333333333333,2020-08-02 03:00:00
604,18.41,2020-08-02 04:00:00
605,18.045,2020-08-02 05:00:00
606,18.283333333333335,2020-08-02 06:00:00
607,18.616,2020-08-02 07:00:00
608,18.948833333333333,2020-08-02 08:00:00
609,20.218,2020-08-02 09:00:00
610,21.664833333333334,2020-08-02 10:00:00
611,23.340666666666667,2020-08-02 11:00:00
612,24.8025,2020-08-02 12:00:00
613,24.49716666666667,2020-08-02 13:00:00
614,20.902,2020-08-02 14:00:00
615,18.56833333333333,2020-08-02 15:00:00
616,20.011833333333332,2020-08-02 16:00:00
617,20.10683333333333,2020-08-02 17:00:00
618,19.25,2020-08-02 18:00:00
619,18.203666666666667,2020-08-02 19:00:00
620,17.490333333333336,2020-08-02 20:00:00
621,16.935166666666667,2020-08-02 21:00:00
622,16.554666666666666,2020-08-02 22:00:00
623,16.411333333333335,2020-08-02 23:00:00
624,11.154833333333334,2021-08-02 00:00:00
625,11.349499999999999,2021-08-02 01:00:00
626,11.738166666666666,2021-08-02 02:00:00
627,12.077666666666666,2021-08-02 03:00:00
